"covariateId","covariateName","analysisId","conceptId","CovariateCount","covariateValue","WithOutcome_CovariateCount","WithNoOutcome_CovariateCount","WithOutcome_CovariateMean","WithNoOutcome_CovariateMean","StandardizedMeanDiff"
4168140751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4168140-Cardiovascular monitoring",701,4168140,NA,0,NA,NA,NA,NA,0.0622267720229875
4168140752,"Procedure occurrence record observed during 30d on or prior to cohort index within procedure group:  4168140-Cardiovascular monitoring",702,4168140,NA,0,NA,NA,NA,NA,-0.0437269469446626
4168166751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4168166-Bypass graft",701,4168166,NA,0,NA,NA,NA,NA,0.0318537846948357
4168166752,"Procedure occurrence record observed during 30d on or prior to cohort index within procedure group:  4168166-Bypass graft",702,4168166,NA,0,NA,NA,NA,NA,-0.0656296467947704
4168183151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4168183-Synovitis",101,4168183,NA,0,NA,NA,NA,NA,0.0118383773945423
4168183251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4168183-Synovitis",201,4168183,NA,0,NA,NA,NA,NA,-0.0265401648373736
4168217101,"Condition occurrence record observed during 365d on or prior to cohort index:  4168217-Generalized hyperhidrosis",101,4168217,NA,0,NA,NA,NA,NA,0.0143594253867712
4168217102,"Condition occurrence record observed during 30d on or prior to cohort index:  4168217-Generalized hyperhidrosis",102,4168217,NA,0,NA,NA,NA,NA,-0.0929144419623766
4168217201,"Condition era record observed during anytime on or prior to cohort index:    4168217-Generalized hyperhidrosis",201,4168217,NA,0,NA,NA,NA,NA,0.0165928318893937
4168217202,"Condition era record observed concurrent (overlapping) with cohort index:    4168217-Generalized hyperhidrosis",202,4168217,NA,0,NA,NA,NA,NA,0.066377408913383
4168222101,"Condition occurrence record observed during 365d on or prior to cohort index:  4168222-Intra-abdominal and pelvic swelling, mass and lump",101,4168222,NA,0,NA,NA,NA,NA,0.0377265889541584
4168222102,"Condition occurrence record observed during 30d on or prior to cohort index:  4168222-Intra-abdominal and pelvic swelling, mass and lump",102,4168222,NA,0,NA,NA,NA,NA,0.0513978795210869
4168222201,"Condition era record observed during anytime on or prior to cohort index:    4168222-Intra-abdominal and pelvic swelling, mass and lump",201,4168222,NA,0,NA,NA,NA,NA,0.0217301993726636
4168335151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4168335-Wound",101,4168335,NA,0,NA,NA,NA,NA,0.0341983804365319
4168335152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  4168335-Wound",102,4168335,NA,0,NA,NA,NA,NA,0.11895980593344
4168335153,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index within condition group:  4168335-Wound",103,4168335,NA,0,NA,NA,NA,NA,-0.053567158400558
4168335251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4168335-Wound",201,4168335,NA,0,NA,NA,NA,NA,-0.00597733114371967
4168335252,"Condition era record observed concurrent (overlapping) with cohort index within condition group:  4168335-Wound",202,4168335,NA,0,NA,NA,NA,NA,0.0995435971142291
4168498151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4168498-Deformity",101,4168498,NA,0,NA,NA,NA,NA,0.027579872752242
4168498152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  4168498-Deformity",102,4168498,NA,0,NA,NA,NA,NA,-0.0929144419623766
4168498251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4168498-Deformity",201,4168498,111,0,11,100,0.0390070921985816,0.0358166189111748,0.0168130141791411
4168498252,"Condition era record observed concurrent (overlapping) with cohort index within condition group:  4168498-Deformity",202,4168498,NA,0,NA,NA,NA,NA,0.0176623821552746
4168519751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4168519-Fluoroscopy and biopsy of thorax",701,4168519,NA,0,NA,NA,NA,NA,0.150872936686194
4168644251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4168644-Propensity to adverse reactions to substance",201,4168644,NA,0,NA,NA,NA,NA,0.00625484073293571
4168686201,"Condition era record observed during anytime on or prior to cohort index:    4168686-Jaw pain",201,4168686,NA,0,NA,NA,NA,NA,0.129354555458154
4168710751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4168710-Examination of nose",701,4168710,NA,0,NA,NA,NA,NA,-0.00925260574316127
4169073251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4169073-Cranial neuritis",201,4169073,NA,0,NA,NA,NA,NA,-0.0709008461306822
4169307151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4169307-Allergy to substance",101,4169307,NA,0,NA,NA,NA,NA,-0.0112100856272567
4169307152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  4169307-Allergy to substance",102,4169307,NA,0,NA,NA,NA,NA,0.0176623821552746
4169307201,"Condition era record observed during anytime on or prior to cohort index:    4169307-Allergy to substance",201,4169307,NA,0,NA,NA,NA,NA,-0.0709008461306822
4169307251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4169307-Allergy to substance",201,4169307,NA,0,NA,NA,NA,NA,0.0216635734703338
4169307252,"Condition era record observed concurrent (overlapping) with cohort index within condition group:  4169307-Allergy to substance",202,4169307,NA,0,NA,NA,NA,NA,0.134744279814416
4169394251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4169394-Peptic ulcer with hemorrhage but without obstruction",201,4169394,NA,0,NA,NA,NA,NA,0.0439144563950282
4169429751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4169429-Maximal voluntary ventilation measurement",701,4169429,142,0,14,128,0.049645390070922,0.0458452722063037,0.0178226508837467
4169429752,"Procedure occurrence record observed during 30d on or prior to cohort index within procedure group:  4169429-Maximal voluntary ventilation measurement",702,4169429,NA,0,NA,NA,NA,NA,0.0381254423503179
4169431751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4169431-Radiologic examination of lumbosacral spine, complete, with bending views",701,4169431,NA,0,NA,NA,NA,NA,0.0950249013486901
4169466251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4169466-Finding of thigh",201,4169466,NA,0,NA,NA,NA,NA,0.0368415334543046
4169580151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4169580-Pain in spine",101,4169580,NA,0,NA,NA,NA,NA,0.0425261530491491
4169580152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  4169580-Pain in spine",102,4169580,NA,0,NA,NA,NA,NA,0.113942339718391
4169580251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4169580-Pain in spine",201,4169580,131,0,19,112,0.0673758865248227,0.0401146131805158,0.121106321328591
4169652751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4169652-Diagnostic arteriography",701,4169652,NA,0,NA,NA,NA,NA,0.052292125536222
4169803751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4169803-X-ray of ear",701,4169803,NA,0,NA,NA,NA,NA,0.113942339718391
4169838751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4169838-Curettage and cauterization of skin wart",701,4169838,NA,0,NA,NA,NA,NA,0.0208606504569914
4170058751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4170058-Operation on esophagus",701,4170058,NA,0,NA,NA,NA,NA,-0.0242045074216756
4170058752,"Procedure occurrence record observed during 30d on or prior to cohort index within procedure group:  4170058-Operation on esophagus",702,4170058,NA,0,NA,NA,NA,NA,-0.0709008461306822
4170116151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4170116-Oral infection",101,4170116,NA,0,NA,NA,NA,NA,-0.00448292913956217
4170116152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  4170116-Oral infection",102,4170116,NA,0,NA,NA,NA,NA,0.0425720016114336
4170116153,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index within condition group:  4170116-Oral infection",103,4170116,NA,0,NA,NA,NA,NA,0.0176623821552746
4170116251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4170116-Oral infection",201,4170116,NA,0,NA,NA,NA,NA,-0.146862129210911
4170116252,"Condition era record observed concurrent (overlapping) with cohort index within condition group:  4170116-Oral infection",202,4170116,NA,0,NA,NA,NA,NA,0.0788070804198209
4170137101,"Condition occurrence record observed during 365d on or prior to cohort index:  4170137-Non-suppurative otitis media",101,4170137,NA,0,NA,NA,NA,NA,-0.0599006473198429
4170137201,"Condition era record observed during anytime on or prior to cohort index:    4170137-Non-suppurative otitis media",201,4170137,NA,0,NA,NA,NA,NA,0.00786857710447774
4170137251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4170137-Non-suppurative otitis media",201,4170137,NA,0,NA,NA,NA,NA,-0.107365625419004
4170226151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4170226-Disorder of lipoprotein AND/OR lipid metabolism",101,4170226,NA,0,NA,NA,NA,NA,0.0238339483729151
4170226152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  4170226-Disorder of lipoprotein AND/OR lipid metabolism",102,4170226,NA,0,NA,NA,NA,NA,0.0008905201404035
4170226251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4170226-Disorder of lipoprotein AND/OR lipid metabolism",201,4170226,99,0,14,85,0.049645390070922,0.0304441260744986,0.0980511695527846
4170226252,"Condition era record observed concurrent (overlapping) with cohort index within condition group:  4170226-Disorder of lipoprotein AND/OR lipid metabolism",202,4170226,NA,0,NA,NA,NA,NA,0.100753600753993
4170311151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4170311-Current knee cartilage tear",101,4170311,NA,0,NA,NA,NA,NA,0.104239271759857
4170311251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4170311-Current knee cartilage tear",201,4170311,NA,0,NA,NA,NA,NA,-0.0269366008499342
4170362751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4170362-Osteoplasty of scapula",701,4170362,NA,0,NA,NA,NA,NA,-0.0463822025436512
4170569151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4170569-Magnesium disorder",101,4170569,NA,0,NA,NA,NA,NA,0.00534975097807307
4170569152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  4170569-Magnesium disorder",102,4170569,NA,0,NA,NA,NA,NA,0.0175960851236213
4170569153,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index within condition group:  4170569-Magnesium disorder",103,4170569,NA,0,NA,NA,NA,NA,0.0292960451357653
4170569251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4170569-Magnesium disorder",201,4170569,NA,0,NA,NA,NA,NA,-0.0483829098084733
4170569252,"Condition era record observed concurrent (overlapping) with cohort index within condition group:  4170569-Magnesium disorder",202,4170569,NA,0,NA,NA,NA,NA,0.0111660532520326
4170609751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4170609-Colonic polypectomy",701,4170609,NA,0,NA,NA,NA,NA,0.00534975097807307
4170609752,"Procedure occurrence record observed during 30d on or prior to cohort index within procedure group:  4170609-Colonic polypectomy",702,4170609,NA,0,NA,NA,NA,NA,-0.0889428099668772
4170610751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4170610-Gastrointestinal anastomosis procedure",701,4170610,NA,0,NA,NA,NA,NA,0.0769174175825574
4170611751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4170611-Urinary calculus removal",701,4170611,NA,0,NA,NA,NA,NA,0.0707841268701228
4170615751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4170615-Surgical reduction of fracture",701,4170615,NA,0,NA,NA,NA,NA,0.0127818248270594
4170615752,"Procedure occurrence record observed during 30d on or prior to cohort index within procedure group:  4170615-Surgical reduction of fracture",702,4170615,NA,0,NA,NA,NA,NA,-0.0967258156403916
4170620151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4170620-Aortic thromboembolism",101,4170620,NA,0,NA,NA,NA,NA,-0.0804228851753984
4170620251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4170620-Aortic thromboembolism",201,4170620,NA,0,NA,NA,NA,NA,0.0439144563950282
4170707751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4170707-Partial acromioplasty",701,4170707,NA,0,NA,NA,NA,NA,0.0513978795210869
4170742151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4170742-Closed fracture of vertebral column",101,4170742,NA,0,NA,NA,NA,NA,-0.0709008461306822
4170742251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4170742-Closed fracture of vertebral column",201,4170742,NA,0,NA,NA,NA,NA,0.0449484504074903
4170770151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4170770-Epidermoid cyst",101,4170770,NA,0,NA,NA,NA,NA,0.030125301426067
4170770251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4170770-Epidermoid cyst",201,4170770,NA,0,NA,NA,NA,NA,-0.0265837312566243
4170791751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4170791-Percutaneous needle biopsy",701,4170791,NA,0,NA,NA,NA,NA,-0.100395187456904
4170794751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4170794-Endoscopic biopsy of colon",701,4170794,NA,0,NA,NA,NA,NA,0.0297231890635633
4170794752,"Procedure occurrence record observed during 30d on or prior to cohort index within procedure group:  4170794-Endoscopic biopsy of colon",702,4170794,NA,0,NA,NA,NA,NA,0.129354555458154
4171019251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4171019-Abdominal visceral abscess",201,4171019,NA,0,NA,NA,NA,NA,0.0301333614989319
4171200751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4171200-Diagnostic procedure on lower respiratory tract",701,4171200,NA,0,NA,NA,NA,NA,-0.149852033744574
4171200752,"Procedure occurrence record observed during 30d on or prior to cohort index within procedure group:  4171200-Diagnostic procedure on lower respiratory tract",702,4171200,NA,0,NA,NA,NA,NA,-0.053567158400558
4171257251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4171257-Melanocytic tumor of skin",201,4171257,NA,0,NA,NA,NA,NA,-0.0691880005202384
4171379251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4171379-Disorder of the genitourinary system",201,4171379,NA,0,NA,NA,NA,NA,-0.053567158400558
4171400751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4171400-CT of urinary tract",701,4171400,NA,0,NA,NA,NA,NA,-0.0709008461306822
4171417751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4171417-Injection of anesthetic agent into peripheral nerve for analgesia",701,4171417,NA,0,NA,NA,NA,NA,0.0600810786189611
4171430701,"Procedure occurrence record observed during 365d on or prior to cohort index:  4171430-Screening for malignant neoplasm of rectum",701,4171430,NA,0,NA,NA,NA,NA,0.0513978795210869
4171430751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4171430-Screening for malignant neoplasm of rectum",701,4171430,NA,0,NA,NA,NA,NA,-0.0709008461306822
4171556101,"Condition occurrence record observed during 365d on or prior to cohort index:  4171556-Ankle ulcer",101,4171556,NA,0,NA,NA,NA,NA,0.0938883754382397
4171556102,"Condition occurrence record observed during 30d on or prior to cohort index:  4171556-Ankle ulcer",102,4171556,NA,0,NA,NA,NA,NA,0.284333464282086
4171556201,"Condition era record observed during anytime on or prior to cohort index:    4171556-Ankle ulcer",201,4171556,NA,0,NA,NA,NA,NA,0.0388536115851294
4171675751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4171675-Coronary arteriography using two catheters",701,4171675,102,0,13,89,0.0460992907801418,0.0318767908309456,0.0735256913245169
4171675752,"Procedure occurrence record observed during 30d on or prior to cohort index within procedure group:  4171675-Coronary arteriography using two catheters",702,4171675,NA,0,NA,NA,NA,NA,0.119338445156754
4171700751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4171700-Radiography of head",701,4171700,791,0,70,721,0.24822695035461,0.25823782234957,-0.0230222793069376
4171700752,"Procedure occurrence record observed during 30d on or prior to cohort index within procedure group:  4171700-Radiography of head",702,4171700,404,0,46,358,0.163120567375887,0.128223495702006,0.0990422395521303
4171710751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4171710-Diagnostic radiography of skull",701,4171710,NA,0,NA,NA,NA,NA,0.186647709260433
4171770751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4171770-Nerve injection",701,4171770,NA,0,NA,NA,NA,NA,-0.0208722446601131
4171770752,"Procedure occurrence record observed during 30d on or prior to cohort index within procedure group:  4171770-Nerve injection",702,4171770,NA,0,NA,NA,NA,NA,-0.0599006473198429
4171852151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4171852-Acute vascular insufficiency",101,4171852,NA,0,NA,NA,NA,NA,0.00625484073293571
4171852152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  4171852-Acute vascular insufficiency",102,4171852,NA,0,NA,NA,NA,NA,-0.0709008461306822
4171852251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4171852-Acute vascular insufficiency",201,4171852,NA,0,NA,NA,NA,NA,-0.0140622209143753
4171863751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4171863-Fine needle biopsy",701,4171863,NA,0,NA,NA,NA,NA,0.0839269878450263
4171915151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4171915-Orchitis",101,4171915,NA,0,NA,NA,NA,NA,0.184106491406359
4171915251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4171915-Orchitis",201,4171915,NA,0,NA,NA,NA,NA,0.0412332849246993
4171928751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4171928-Examination of cranial nerve",701,4171928,NA,0,NA,NA,NA,NA,0.0544907482216519
4171934751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4171934-Examination of retina",701,4171934,161,0,15,146,0.0531914893617021,0.0522922636103152,0.00402307062040232
4171934752,"Procedure occurrence record observed during 30d on or prior to cohort index within procedure group:  4171934-Examination of retina",702,4171934,NA,0,NA,NA,NA,NA,-0.0889428099668772
4171977751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4171977-Application of plaster figure of eight",701,4171977,NA,0,NA,NA,NA,NA,-0.0929144419623766
4172040751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4172040-Destructive procedure on posterior segment of eye",701,4172040,NA,0,NA,NA,NA,NA,0.00345547393901198
4172343251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4172343-Tendinitis of finger",201,4172343,NA,0,NA,NA,NA,NA,0.0522054151673421
4172365751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4172365-Percutaneous thrombolysis of arteriovenous fistula",701,4172365,NA,0,NA,NA,NA,NA,0.0455542450773566
4172458151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4172458-Candidiasis of skin",101,4172458,NA,0,NA,NA,NA,NA,-0.131685384391844
4172458251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4172458-Candidiasis of skin",201,4172458,NA,0,NA,NA,NA,NA,-0.101829537860038
4172515751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4172515-Therapeutic procedure",701,4172515,1236,0,122,1114,0.432624113475177,0.398997134670487,0.0682678284219961
4172515752,"Procedure occurrence record observed during 30d on or prior to cohort index within procedure group:  4172515-Therapeutic procedure",702,4172515,546,0,54,492,0.191489361702128,0.17621776504298,0.0394319966556723
4172522251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4172522-Tumor of external ear",201,4172522,NA,0,NA,NA,NA,NA,0.0176623821552746
4172857151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4172857-Menopause finding",101,4172857,NA,0,NA,NA,NA,NA,0.024828389867087
4172857251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4172857-Menopause finding",201,4172857,92,0,11,81,0.0390070921985816,0.0290114613180516,0.0551683755018221
4172944751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4172944-Administration of anti-infective agent",701,4172944,NA,0,NA,NA,NA,NA,-0.0455860966765085
4172944752,"Procedure occurrence record observed during 30d on or prior to cohort index within procedure group:  4172944-Administration of anti-infective agent",702,4172944,NA,0,NA,NA,NA,NA,-0.0804228851753984
4173025151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4173025-Insect bite - wound",101,4173025,NA,0,NA,NA,NA,NA,-0.0599006473198429
4173025251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4173025-Insect bite - wound",201,4173025,NA,0,NA,NA,NA,NA,-0.107365625419004
4173027151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4173027-Acute laryngitis and/or tracheitis",101,4173027,NA,0,NA,NA,NA,NA,-0.0758098043578903
4173027251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4173027-Acute laryngitis and/or tracheitis",201,4173027,NA,0,NA,NA,NA,NA,0.0883510995881832
4173243101,"Condition occurrence record observed during 365d on or prior to cohort index:  4173243-Diverticulosis of colon with perforation",101,4173243,NA,0,NA,NA,NA,NA,-0.0709008461306822
4173243102,"Condition occurrence record observed during 30d on or prior to cohort index:  4173243-Diverticulosis of colon with perforation",102,4173243,NA,0,NA,NA,NA,NA,-0.0709008461306822
4173243103,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index:  4173243-Diverticulosis of colon with perforation",103,4173243,NA,0,NA,NA,NA,NA,-0.0599006473198429
4173243201,"Condition era record observed during anytime on or prior to cohort index:    4173243-Diverticulosis of colon with perforation",201,4173243,NA,0,NA,NA,NA,NA,0.0544907482216519
4173335151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4173335-Primary osteoporosis",101,4173335,NA,0,NA,NA,NA,NA,0.103406699581862
4173335152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  4173335-Primary osteoporosis",102,4173335,NA,NA,NA,NA,NA,NA,-0.0463822025436512
4173335251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4173335-Primary osteoporosis",201,4173335,NA,0,NA,NA,NA,NA,0.0873489629582908
4173646751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4173646-Pyeloscopy",701,4173646,NA,0,NA,NA,NA,NA,-0.081903562677703
4173657251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4173657-Congenital malformation of the respiratory system",201,4173657,NA,0,NA,NA,NA,NA,0.0674513691587516
4173938151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4173938-Mass lesion of brain",101,4173938,NA,0,NA,NA,NA,NA,-0.0929144419623766
4173938251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4173938-Mass lesion of brain",201,4173938,NA,0,NA,NA,NA,NA,0.0904411870992536
4173968751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4173968-Imaging guided biopsy",701,4173968,NA,0,NA,NA,NA,NA,0.0370043302511728
4173971151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4173971-Lymphoreticular tumor",101,4173971,NA,0,NA,NA,NA,NA,0.104239271759857
4173971152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  4173971-Lymphoreticular tumor",102,4173971,NA,0,NA,NA,NA,NA,-0.0618688224889746
4173971251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4173971-Lymphoreticular tumor",201,4173971,NA,0,NA,NA,NA,NA,-0.0438997193227639
4173986751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4173986-X-ray guided biopsy",701,4173986,NA,0,NA,NA,NA,NA,0.0672934124313696
4173986752,"Procedure occurrence record observed during 30d on or prior to cohort index within procedure group:  4173986-X-ray guided biopsy",702,4173986,NA,0,NA,NA,NA,NA,0.0368415334543046
4174096151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4174096-Injury of buttock",101,4174096,NA,0,NA,NA,NA,NA,0.115823009693314
4174096251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4174096-Injury of buttock",201,4174096,NA,0,NA,NA,NA,NA,0.0137518581710772
4174208751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4174208-Bone marrow aspiration procedure",701,4174208,NA,0,NA,NA,NA,NA,0.0237512877396719
4174262151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4174262-Polyneuropathy",101,4174262,NA,0,NA,NA,NA,NA,0.0995435971142291
4174262251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4174262-Polyneuropathy",201,4174262,NA,0,NA,NA,NA,NA,0.0721884995703066
4174350751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4174350-Diagnostic procedure on spinal meninges",701,4174350,NA,0,NA,NA,NA,NA,0.0473923348873943
4174350752,"Procedure occurrence record observed during 30d on or prior to cohort index within procedure group:  4174350-Diagnostic procedure on spinal meninges",702,4174350,NA,0,NA,NA,NA,NA,-0.0599006473198429
4174368751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4174368-Allogeneic transplantation",701,4174368,NA,0,NA,NA,NA,NA,-0.0889428099668772
4174389751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4174389-Operation on biliary tract",701,4174389,NA,0,NA,NA,NA,NA,0.0250315654485366
4174447751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4174447-Implanted drug delivery system procedure",701,4174447,NA,0,NA,NA,NA,NA,0.0111660532520326
4174447752,"Procedure occurrence record observed during 30d on or prior to cohort index within procedure group:  4174447-Implanted drug delivery system procedure",702,4174447,NA,0,NA,NA,NA,NA,0.123107517561157
4174451751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4174451-Attention to implanted drug delivery system",701,4174451,NA,0,NA,NA,NA,NA,0.0218530404257636
4174456751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4174456-Percutaneous balloon angioplasty of artery",701,4174456,NA,0,NA,NA,NA,NA,0.0839799749881262
4174496751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4174496-Injection procedure for myelography, spinal",701,4174496,NA,0,NA,NA,NA,NA,0.0439144563950282
4174520151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  4174520-Fracture of vertebral column",101,4174520,NA,0,NA,NA,NA,NA,0.0490073119703421
4174520152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  4174520-Fracture of vertebral column",102,4174520,NA,0,NA,NA,NA,NA,-0.0804228851753984
4174520153,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index within condition group:  4174520-Fracture of vertebral column",103,4174520,NA,0,NA,NA,NA,NA,0.0513978795210869
4174520251,"Condition era record observed during anytime on or prior to cohort index within condition group:  4174520-Fracture of vertebral column",201,4174520,NA,0,NA,NA,NA,NA,-0.085174435493754
4174520252,"Condition era record observed concurrent (overlapping) with cohort index within condition group:  4174520-Fracture of vertebral column",202,4174520,NA,0,NA,NA,NA,NA,-0.0599006473198429
4174707901,"Observation record observed during 365d on or prior to cohort index:  4174707-Dietary management surveillance",901,4174707,NA,0,NA,NA,NA,NA,0.124095212958639
4174707905,"Number of observations during 365d on or prior to cohort index:  4174707-Dietary management surveillance",905,4174707,NA,0,NA,NA,NA,NA,-0.0437269469446626
4174895751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4174895-Percutaneous transluminal angioplasty of vein",701,4174895,NA,0,NA,NA,NA,NA,0.0556193594801219
4174895752,"Procedure occurrence record observed during 30d on or prior to cohort index within procedure group:  4174895-Percutaneous transluminal angioplasty of vein",702,4174895,NA,0,NA,NA,NA,NA,-0.0929144419623766
4174970751,"Procedure occurrence record observed during 365d on or prior to cohort index within procedure group:  4174970-Ultrasound peripheral vascular flow study",701,4174970,435,0,39,396,0.138297872340426,0.141833810888252,-0.010188532288885
